feature,Class,Category,Species.Name,Molecular.Species.Name,Structural.Species.Name,Level,Mass,Sum.Formula,Total.FA,Total.C,Total.DB,Total.OH,FA,FA.C,FA.DB,FA.OH,LCB,LCB2,LCB.C,LCB.DB,LCB.OH,LCB.Bond.Type,FA1,FA1.C,FA1.DB,FA1.OH,FA1.Bond.Type,FA2,FA2.C,FA2.DB,FA2.OH,FA2.Bond.Type,FA3,FA3.C,FA3.DB,FA3.OH,FA3.Bond.Type,FA4,FA4.C,FA4.DB,FA4.OH,FA4.Bond.Type,Lipid.Maps.Category,Lipid.Maps.Class,Lipid.Maps.Subclass,Cellular.Component,Function,Bond.type,Headgroup.Charge,Lateral.Diffusion,Bilayer.Thickness,Intrinsic.Curvature,Transition.Temperature,FA.Unsaturation.Category1,FA.Unsaturation.Category2,FA.Chain.Length.Category1,FA.Chain.Length.Category2,FA.Chain.Length.Category3,LION.abbr,GATOM.abbr,LIPIDMAPS.reaction.abbr
HexCer 18:1;O2/22:0,HexCer,SP,HexCer 40:1;O2,HexCer 18:1;O2/22:0,HexCer 18:1;O2/22:0,SN_POSITION,783.65882,C46H89NO8,40:1;O2,40,1,2,18:1;O2|22:0,18|22,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,22:00,22,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],simple glc series [SP0501],,membrane component,,headgroup with neutral charge,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,HexCer(d18:1/22:0),HexCer 40:1;O2,HexCer
HexCer 18:1;O2/22:1,HexCer,SP,HexCer 40:2;O2,HexCer 18:1;O2/22:1,HexCer 18:1;O2/22:1,SN_POSITION,781.64317,C46H87NO8,40:2;O2,40,2,2,18:1;O2|22:1,18|22,1|1,2|0,18:1;O2,d18:1,18,1,2,LCB,22:01,22,1,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],simple glc series [SP0501],,membrane component,,headgroup with neutral charge,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Monounsaturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,HexCer(d18:1/22:1),HexCer 40:2;O2,HexCer
HexCer 18:1;O2/24:0,HexCer,SP,HexCer 42:1;O2,HexCer 18:1;O2/24:0,HexCer 18:1;O2/24:0,SN_POSITION,811.69012,C48H93NO8,42:1;O2,42,1,2,18:1;O2|24:0,18|24,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,24:00:00,24,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],simple glc series [SP0501],,membrane component,,headgroup with neutral charge,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,HexCer(d18:1/24:0),HexCer 42:1;O2,HexCer
HexCer 18:1;O2/24:1,HexCer,SP,HexCer 42:2;O2,HexCer 18:1;O2/24:1,HexCer 18:1;O2/24:1,SN_POSITION,809.67447,C48H91NO8,42:2;O2,42,2,2,18:1;O2|24:1,18|24,1|1,2|0,18:1;O2,d18:1,18,1,2,LCB,24:01:00,24,1,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],simple glc series [SP0501],,membrane component,,headgroup with neutral charge,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Monounsaturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,HexCer(d18:1/24:1),HexCer 42:2;O2,HexCer
HexCer 18:1;O2/24:2,HexCer,SP,HexCer 42:3;O2,HexCer 18:1;O2/24:2,HexCer 18:1;O2/24:2,SN_POSITION,807.65882,C48H89NO8,42:3;O2,42,3,2,18:1;O2|24:2,18|24,1|2,2|0,18:1;O2,d18:1,18,1,2,LCB,24:02:00,24,2,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],simple glc series [SP0501],,membrane component,,headgroup with neutral charge,,,,,FA with less than 2 double bonds|Polyunsaturated fatty acid,Monounsaturated fatty acid|FA with 2 double bonds,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,HexCer(d18:1/24:2),HexCer 42:3;O2,HexCer
HexCer 18:0;O2/14:0,HexCer,SP,HexCer 32:0;O2,HexCer 18:0;O2/14:0,HexCer 18:0;O2/14:0,FULL_STRUCTURE,673.54927,C38H75NO8,32:0;O2,32,0,2,18:0;O2|14:0,18|14,0|0,2|0,18:0;O2,d18:0,18,0,2,LCB,14:00,14,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],simple glc series [SP0501],,membrane component,,headgroup with neutral charge,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Saturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with 18 carbons or less,FA with 16-18 carbons|FA with 13-15 carbons,Long-chain FA|Long-chain FA,HexCer(d18:0/14:0),HexCer 32:0;O2,HexCer
HexCer 18:0;O2/16:0,HexCer,SP,HexCer 34:0;O2,HexCer 18:0;O2/16:0,HexCer 18:0;O2/16:0,FULL_STRUCTURE,701.58057,C40H79NO8,34:0;O2,34,0,2,18:0;O2|16:0,18|16,0|0,2|0,18:0;O2,d18:0,18,0,2,LCB,16:00,16,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],simple glc series [SP0501],,membrane component,,headgroup with neutral charge,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Saturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with 18 carbons or less,FA with 16-18 carbons|FA with 16-18 carbons,Long-chain FA|Long-chain FA,HexCer(d18:0/16:0),HexCer 34:0;O2,HexCer
HexCer 18:0;O2/18:0,HexCer,SP,HexCer 36:0;O2,HexCer 18:0;O2/18:0,HexCer 18:0;O2/18:0,FULL_STRUCTURE,729.61187,C42H83NO8,36:0;O2,36,0,2,18:0;O2|18:0,18|18,0|0,2|0,18:0;O2,d18:0,18,0,2,LCB,18:00,18,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],simple glc series [SP0501],,membrane component,,headgroup with neutral charge,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Saturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with 18 carbons or less,FA with 16-18 carbons|FA with 16-18 carbons,Long-chain FA|Long-chain FA,HexCer(d18:0/18:0),HexCer 36:0;O2,HexCer
HexCer 18:0;O2/20:0,HexCer,SP,HexCer 38:0;O2,HexCer 18:0;O2/20:0,HexCer 18:0;O2/20:0,FULL_STRUCTURE,757.64317,C44H87NO8,38:0;O2,38,0,2,18:0;O2|20:0,18|20,0|0,2|0,18:0;O2,d18:0,18,0,2,LCB,20:00,20,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],simple glc series [SP0501],,membrane component,,headgroup with neutral charge,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Saturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 19-21 carbons,Long-chain FA|Long-chain FA,HexCer(d18:0/20:0),HexCer 38:0;O2,HexCer
HexCer 18:0;O2/22:0,HexCer,SP,HexCer 40:0;O2,HexCer 18:0;O2/22:0,HexCer 18:0;O2/22:0,FULL_STRUCTURE,785.67447,C46H91NO8,40:0;O2,40,0,2,18:0;O2|22:0,18|22,0|0,2|0,18:0;O2,d18:0,18,0,2,LCB,22:00,22,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],simple glc series [SP0501],,membrane component,,headgroup with neutral charge,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Saturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,HexCer(d18:0/22:0),HexCer 40:0;O2,HexCer
HexCer 18:0;O2/24:0,HexCer,SP,HexCer 42:0;O2,HexCer 18:0;O2/24:0,HexCer 18:0;O2/24:0,FULL_STRUCTURE,813.70577,C48H95NO8,42:0;O2,42,0,2,18:0;O2|24:0,18|24,0|0,2|0,18:0;O2,d18:0,18,0,2,LCB,24:00:00,24,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],simple glc series [SP0501],,membrane component,,headgroup with neutral charge,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Saturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,HexCer(d18:0/24:0),HexCer 42:0;O2,HexCer
Hex2Cer 18:1;O2/14:0,Hex2Cer,SP,Hex2Cer 32:1;O2,Hex2Cer 18:1;O2/14:0,Hex2Cer 18:1;O2/14:0,SN_POSITION,833.58644,C44H83NO13,32:1;O2,32,1,2,18:1;O2|14:0,18|14,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,14:00,14,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],simple glc series [SP0501],,membrane component,,headgroup with neutral charge,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with 18 carbons or less,FA with 16-18 carbons|FA with 13-15 carbons,Long-chain FA|Long-chain FA,Hex2Cer(d18:1/14:0),Hex2Cer 32:1;O2,LacCer
Hex2Cer 18:1;O2/16:0,Hex2Cer,SP,Hex2Cer 34:1;O2,Hex2Cer 18:1;O2/16:0,Hex2Cer 18:1;O2/16:0,SN_POSITION,861.61774,C46H87NO13,34:1;O2,34,1,2,18:1;O2|16:0,18|16,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,16:00,16,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],simple glc series [SP0501],,membrane component,,headgroup with neutral charge,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with 18 carbons or less,FA with 16-18 carbons|FA with 16-18 carbons,Long-chain FA|Long-chain FA,Hex2Cer(d18:1/16:0),Hex2Cer 34:1;O2,LacCer
Hex2Cer 18:1;O2/18:0,Hex2Cer,SP,Hex2Cer 36:1;O2,Hex2Cer 18:1;O2/18:0,Hex2Cer 18:1;O2/18:0,SN_POSITION,889.64904,C48H91NO13,36:1;O2,36,1,2,18:1;O2|18:0,18|18,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,18:00,18,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],simple glc series [SP0501],,membrane component,,headgroup with neutral charge,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with 18 carbons or less,FA with 16-18 carbons|FA with 16-18 carbons,Long-chain FA|Long-chain FA,Hex2Cer(d18:1/18:0),Hex2Cer 36:1;O2,LacCer
Hex2Cer 18:1;O2/20:0,Hex2Cer,SP,Hex2Cer 38:1;O2,Hex2Cer 18:1;O2/20:0,Hex2Cer 18:1;O2/20:0,SN_POSITION,917.68034,C50H95NO13,38:1;O2,38,1,2,18:1;O2|20:0,18|20,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,20:00,20,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],simple glc series [SP0501],,membrane component,,headgroup with neutral charge,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 19-21 carbons,Long-chain FA|Long-chain FA,Hex2Cer(d18:1/20:0),Hex2Cer 38:1;O2,LacCer
Hex2Cer 18:1;O2/22:0,Hex2Cer,SP,Hex2Cer 40:1;O2,Hex2Cer 18:1;O2/22:0,Hex2Cer 18:1;O2/22:0,SN_POSITION,945.71164,C52H99NO13,40:1;O2,40,1,2,18:1;O2|22:0,18|22,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,22:00,22,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],simple glc series [SP0501],,membrane component,,headgroup with neutral charge,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,Hex2Cer(d18:1/22:0),Hex2Cer 40:1;O2,LacCer
Hex2Cer 18:1;O2/24:0,Hex2Cer,SP,Hex2Cer 42:1;O2,Hex2Cer 18:1;O2/24:0,Hex2Cer 18:1;O2/24:0,SN_POSITION,973.74294,C54H103NO13,42:1;O2,42,1,2,18:1;O2|24:0,18|24,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,24:00:00,24,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],simple glc series [SP0501],,membrane component,,headgroup with neutral charge,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,Hex2Cer(d18:1/24:0),Hex2Cer 42:1;O2,LacCer
Hex2Cer 18:1;O2/24:1,Hex2Cer,SP,Hex2Cer 42:2;O2,Hex2Cer 18:1;O2/24:1,Hex2Cer 18:1;O2/24:1,SN_POSITION,971.72729,C54H101NO13,42:2;O2,42,2,2,18:1;O2|24:1,18|24,1|1,2|0,18:1;O2,d18:1,18,1,2,LCB,24:01:00,24,1,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],simple glc series [SP0501],,membrane component,,headgroup with neutral charge,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Monounsaturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,Hex2Cer(d18:1/24:1),Hex2Cer 42:2;O2,LacCer
Hex2Cer 18:0;O2/16:0,Hex2Cer,SP,Hex2Cer 34:0;O2,Hex2Cer 18:0;O2/16:0,Hex2Cer 18:0;O2/16:0,FULL_STRUCTURE,863.63339,C46H89NO13,34:0;O2,34,0,2,18:0;O2|16:0,18|16,0|0,2|0,18:0;O2,d18:0,18,0,2,LCB,16:00,16,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],simple glc series [SP0501],,membrane component,,headgroup with neutral charge,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Saturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with 18 carbons or less,FA with 16-18 carbons|FA with 16-18 carbons,Long-chain FA|Long-chain FA,Hex2Cer(d18:0/16:0),Hex2Cer 34:0;O2,LacCer
Hex2Cer 18:0;O2/18:0,Hex2Cer,SP,Hex2Cer 36:0;O2,Hex2Cer 18:0;O2/18:0,Hex2Cer 18:0;O2/18:0,FULL_STRUCTURE,891.66469,C48H93NO13,36:0;O2,36,0,2,18:0;O2|18:0,18|18,0|0,2|0,18:0;O2,d18:0,18,0,2,LCB,18:00,18,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],simple glc series [SP0501],,membrane component,,headgroup with neutral charge,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Saturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with 18 carbons or less,FA with 16-18 carbons|FA with 16-18 carbons,Long-chain FA|Long-chain FA,Hex2Cer(d18:0/18:0),Hex2Cer 36:0;O2,LacCer
Hex2Cer 18:0;O2/20:0,Hex2Cer,SP,Hex2Cer 38:0;O2,Hex2Cer 18:0;O2/20:0,Hex2Cer 18:0;O2/20:0,FULL_STRUCTURE,919.69599,C50H97NO13,38:0;O2,38,0,2,18:0;O2|20:0,18|20,0|0,2|0,18:0;O2,d18:0,18,0,2,LCB,20:00,20,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],simple glc series [SP0501],,membrane component,,headgroup with neutral charge,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Saturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 19-21 carbons,Long-chain FA|Long-chain FA,Hex2Cer(d18:0/20:0),Hex2Cer 38:0;O2,LacCer
Hex2Cer 18:0;O2/22:0,Hex2Cer,SP,Hex2Cer 40:0;O2,Hex2Cer 18:0;O2/22:0,Hex2Cer 18:0;O2/22:0,FULL_STRUCTURE,947.72729,C52H101NO13,40:0;O2,40,0,2,18:0;O2|22:0,18|22,0|0,2|0,18:0;O2,d18:0,18,0,2,LCB,22:00,22,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],simple glc series [SP0501],,membrane component,,headgroup with neutral charge,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Saturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,Hex2Cer(d18:0/22:0),Hex2Cer 40:0;O2,LacCer
Hex2Cer 18:0;O2/24:0,Hex2Cer,SP,Hex2Cer 42:0;O2,Hex2Cer 18:0;O2/24:0,Hex2Cer 18:0;O2/24:0,FULL_STRUCTURE,975.75859,C54H105NO13,42:0;O2,42,0,2,18:0;O2|24:0,18|24,0|0,2|0,18:0;O2,d18:0,18,0,2,LCB,24:00:00,24,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],simple glc series [SP0501],,membrane component,,headgroup with neutral charge,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Saturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,Hex2Cer(d18:0/24:0),Hex2Cer 42:0;O2,LacCer
Hex2Cer 18:0;O2/24:1,Hex2Cer,SP,Hex2Cer 42:1;O2,Hex2Cer 18:0;O2/24:1,Hex2Cer 18:0;O2/24:1,SN_POSITION,973.74294,C54H103NO13,42:1;O2,42,1,2,18:0;O2|24:1,18|24,0|1,2|0,18:0;O2,d18:0,18,0,2,LCB,24:01:00,24,1,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],simple glc series [SP0501],,membrane component,,headgroup with neutral charge,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Saturated fatty acid|Monounsaturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,Hex2Cer(d18:0/24:1),Hex2Cer 42:1;O2,LacCer
Hex3Cer 18:1;O2/16:0,Hex3Cer,SP,Hex3Cer 34:1;O2,Hex3Cer 18:1;O2/16:0,Hex3Cer 18:1;O2/16:0,SN_POSITION,1023.67057,C52H97NO18,34:1;O2,34,1,2,18:1;O2|16:0,18|16,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,16:00,16,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],Galalpha1-4Galbeta1-4Glc- (Globo series) [SP0502],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with 18 carbons or less,FA with 16-18 carbons|FA with 16-18 carbons,Long-chain FA|Long-chain FA,Hex3Cer(d18:1/16:0),Hex3Cer 34:1;O2,
Hex3Cer 18:1;O2/18:0,Hex3Cer,SP,Hex3Cer 36:1;O2,Hex3Cer 18:1;O2/18:0,Hex3Cer 18:1;O2/18:0,SN_POSITION,1051.70187,C54H101NO18,36:1;O2,36,1,2,18:1;O2|18:0,18|18,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,18:00,18,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],Galalpha1-4Galbeta1-4Glc- (Globo series) [SP0502],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with 18 carbons or less,FA with 16-18 carbons|FA with 16-18 carbons,Long-chain FA|Long-chain FA,Hex3Cer(d18:1/18:0),Hex3Cer 36:1;O2,
Hex3Cer 18:1;O2/20:0,Hex3Cer,SP,Hex3Cer 38:1;O2,Hex3Cer 18:1;O2/20:0,Hex3Cer 18:1;O2/20:0,SN_POSITION,1079.73317,C56H105NO18,38:1;O2,38,1,2,18:1;O2|20:0,18|20,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,20:00,20,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],Galalpha1-4Galbeta1-4Glc- (Globo series) [SP0502],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 19-21 carbons,Long-chain FA|Long-chain FA,Hex3Cer(d18:1/20:0),Hex3Cer 38:1;O2,
Hex3Cer 18:1;O2/22:0,Hex3Cer,SP,Hex3Cer 40:1;O2,Hex3Cer 18:1;O2/22:0,Hex3Cer 18:1;O2/22:0,SN_POSITION,1107.76447,C58H109NO18,40:1;O2,40,1,2,18:1;O2|22:0,18|22,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,22:00,22,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],Galalpha1-4Galbeta1-4Glc- (Globo series) [SP0502],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,Hex3Cer(d18:1/22:0),Hex3Cer 40:1;O2,
Hex3Cer 18:1;O2/24:0,Hex3Cer,SP,Hex3Cer 42:1;O2,Hex3Cer 18:1;O2/24:0,Hex3Cer 18:1;O2/24:0,SN_POSITION,1135.79577,C60H113NO18,42:1;O2,42,1,2,18:1;O2|24:0,18|24,1|0,2|0,18:1;O2,d18:1,18,1,2,LCB,24:00:00,24,0,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],Galalpha1-4Galbeta1-4Glc- (Globo series) [SP0502],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,Hex3Cer(d18:1/24:0),Hex3Cer 42:1;O2,
Hex3Cer 18:1;O2/24:1,Hex3Cer,SP,Hex3Cer 42:2;O2,Hex3Cer 18:1;O2/24:1,Hex3Cer 18:1;O2/24:1,SN_POSITION,1133.78012,C60H111NO18,42:2;O2,42,2,2,18:1;O2|24:1,18|24,1|1,2|0,18:1;O2,d18:1,18,1,2,LCB,24:01:00,24,1,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],Galalpha1-4Galbeta1-4Glc- (Globo series) [SP0502],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Monounsaturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,Hex3Cer(d18:1/24:1),Hex3Cer 42:2;O2,
Hex3Cer 18:1;O2/20:1,Hex3Cer,SP,Hex3Cer 38:2;O2,Hex3Cer 18:1;O2/20:1,Hex3Cer 18:1;O2/20:1,SN_POSITION,1077.71752,C56H103NO18,38:2;O2,38,2,2,18:1;O2|20:1,18|20,1|1,2|0,18:1;O2,d18:1,18,1,2,LCB,0.834027778,20,1,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],,,,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Monounsaturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 19-21 carbons,Long-chain FA|Long-chain FA,Hex3Cer(d18:1/20:1),Hex3Cer 38:2;O2,
Hex3Cer 18:1;O2/22:1,Hex3Cer,SP,Hex3Cer 40:2;O2,Hex3Cer 18:1;O2/22:1,Hex3Cer 18:1;O2/22:1,SN_POSITION,1105.74882,C58H107NO18,40:2;O2,40,2,2,18:1;O2|22:1,18|22,1|1,2|0,18:1;O2,d18:1,18,1,2,LCB,0.917361111,22,1,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],,,,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Monounsaturated fatty acid,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,Hex3Cer(d18:1/22:1),Hex3Cer 40:2;O2,
Hex3Cer 18:1;O2/24:2,Hex3Cer,SP,Hex3Cer 42:3;O2,Hex3Cer 18:1;O2/24:2,Hex3Cer 18:1;O2/24:2,SN_POSITION,1131.76447,C60H109NO18,42:3;O2,42,3,2,18:1;O2|24:2,18|24,1|2,2|0,18:1;O2,d18:1,18,1,2,LCB,1.001388889,24,2,0,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],,,,,,,,,,,FA with less than 2 double bonds|Polyunsaturated fatty acid,Monounsaturated fatty acid|FA with 2 double bonds,FA with 18 carbons or less|FA with more than 18 carbons,FA with 16-18 carbons|FA with 22-24 carbons,Long-chain FA|Very long-chain FA,Hex3Cer(d18:1/24:2),Hex3Cer 42:3;O2,
Hex3Cer 18:1;O2/16:0;O,Hex3Cer,SP,Hex3Cer 34:1;O3,Hex3Cer 18:1;O2/16:0;O,Hex3Cer 18:1;O2/16:0;O,SN_POSITION,1039.66548,C52H97NO19,34:1;O3,34,1,3,18:1;O2|16:0;O,18|16,1|0,2|1,18:1;O2,d18:1,18,1,2,LCB,16:0;O,16,0,1,ESTER,,,,,,,,,,,,,,,,Sphingolipids [SP],neutral glycosphingolipids [SP05],Galalpha1-4Galbeta1-4Glc- (Globo series) [SP0502],,,,,,,,,FA with less than 2 double bonds|FA with less than 2 double bonds,Monounsaturated fatty acid|Saturated fatty acid,FA with 18 carbons or less|FA with 18 carbons or less,FA with 16-18 carbons|FA with 16-18 carbons,Long-chain FA|Long-chain FA,Hex3Cer(d18:1/16:0;O),Hex3Cer 34:1;O3,
